,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
mango,0.12,0.045,0.12,0.12,0.045,0.05,0.215,0.12,0.125,0.2,0.15,0.12,0.125,0.12,0.125,0.215,0.125,0.12,0.215,0.25,0.215,0.215,0.25,0.2,0.0,0.0,0.05,0.01,0.0,0.05,0.12,0.215,0.25,0.25,0.15,0.45,0.45,0.125,0.35,0.45,0.45,0.215,0.45,0.75,0.75,0.215,0.75,0.75,0.65,0.15,0.25,0.75,0.45,0.65,0.75,0.45,0.75,0.85,0.85,0.85,0.85,0.85,0.2,0.25,0.75,0.65,0.75,0.75,0.85,0.9,0.9
near,0.25,0.12,0.25,0.15,0.35,0.15,0.215,0.12,0.215,0.15,0.65,0.215,0.32,0.65,0.215,0.32,0.215,0.12,0.32,0.25,0.45,0.32,0.65,0.65,0.1,0.2,0.2,0.3,0.2,0.3,0.12,0.32,0.32,0.25,0.25,0.65,0.75,0.215,0.32,0.65,0.65,0.215,0.245,0.35,0.35,0.12,0.32,0.32,0.35,0.2,0.2,0.45,0.75,0.25,0.35,0.45,0.215,0.32,0.35,0.215,0.32,0.25,0.2,0.25,0.25,0.35,0.35,0.35,0.25,0.35,0.45
night,0.25,0.75,0.45,0.25,0.2,0.85,0.742,0.75,0.45,0.15,0.215,0.785,0.742,0.45,0.785,0.675,0.215,0.45,0.215,0.15,0.12,0.215,0.215,0.125,1.0,0.75,0.6,0.2,0.0,0.2,0.482,0.215,0.215,0.12,0.12,0.12,0.12,0.25,0.215,0.125,0.125,0.25,0.325,0.215,0.12,0.215,0.215,0.12,0.15,0.1,0.05,0.12,0.12,0.045,0.12,0.12,0.12,0.12,0.12,0.125,0.12,0.1,0.1,0.05,0.05,0.05,0.1,0.1,0.1,0.05,0.05
noon,0.45,0.12,0.2,0.12,0.75,0.15,0.25,0.1,0.12,0.15,0.75,0.12,0.32,0.45,0.15,0.215,0.215,0.1,0.25,0.25,0.25,0.215,0.35,0.65,0.0,0.1,0.2,0.2,0.9,0.2,0.12,0.215,0.215,0.25,0.2,0.45,0.65,0.1,0.25,0.65,0.65,0.125,0.325,0.65,0.75,0.12,0.32,0.45,0.65,0.2,0.25,0.75,0.75,0.35,0.65,0.65,0.35,0.675,0.85,0.45,0.75,0.45,0.25,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85
ocean,0.85,0.125,0.215,0.12,0.9,0.45,0.321,0.075,0.215,0.1,0.85,0.742,0.675,0.75,0.215,0.215,0.215,0.05,0.125,0.125,0.85,0.742,0.754,0.85,0.0,0.05,0.1,0.15,0.0,0.1,0.12,0.215,0.215,0.125,0.1,0.742,0.75,0.215,0.35,0.45,0.45,0.125,0.215,0.215,0.215,0.045,0.125,0.215,0.12,0.05,0.2,0.25,0.35,0.215,0.215,0.25,0.12,0.215,0.215,0.125,0.215,0.125,0.05,0.15,0.15,0.2,0.215,0.25,0.15,0.12,0.12
pants,0.25,0.15,0.2,0.12,0.25,0.25,0.32,0.15,0.12,0.15,0.25,0.45,0.45,0.35,0.2,0.25,0.2,0.12,0.2,0.25,0.12,0.25,0.25,0.25,0.8,0.6,0.6,0.3,0.2,0.3,0.215,0.32,0.25,0.25,0.2,0.35,0.25,0.25,0.35,0.35,0.35,0.25,0.35,0.35,0.35,0.2,0.32,0.35,0.35,0.2,0.25,0.35,0.25,0.45,0.35,0.35,0.45,0.35,0.25,0.35,0.35,0.25,0.25,0.15,0.25,0.25,0.35,0.25,0.45,0.25,0.35
sad,0.12,0.25,0.2,0.2,0.12,0.75,0.482,0.45,0.25,0.15,0.2,0.75,0.675,0.675,0.682,0.675,0.32,0.45,0.45,0.2,0.12,0.215,0.321,0.12,0.9,0.75,0.75,0.75,0.01,0.6,0.742,0.682,0.675,0.45,0.1,0.125,0.12,0.1,0.2,0.215,0.215,0.321,0.35,0.35,0.2,0.45,0.432,0.32,0.2,0.2,0.05,0.1,0.12,0.1,0.15,0.2,0.125,0.25,0.15,0.215,0.2,0.15,0.2,0.01,0.05,0.1,0.1,0.1,0.1,0.1,0.05
shirt,0.75,0.25,0.35,0.25,0.75,0.35,0.45,0.25,0.32,0.45,0.65,0.45,0.45,0.75,0.245,0.35,0.65,0.25,0.35,0.45,0.45,0.45,0.45,0.65,0.8,0.25,0.6,0.45,0.9,0.6,0.215,0.45,0.75,0.65,0.45,0.65,0.65,0.215,0.35,0.65,0.65,0.25,0.35,0.65,0.675,0.25,0.45,0.675,0.65,0.65,0.45,0.45,0.65,0.45,0.45,0.65,0.45,0.45,0.65,0.45,0.65,0.45,0.75,0.45,0.65,0.65,0.45,0.65,0.6,0.75,0.75
shoes,0.25,0.15,0.25,0.15,0.25,0.215,0.25,0.15,0.25,0.25,0.35,0.215,0.25,0.25,0.215,0.245,0.25,0.15,0.25,0.25,0.25,0.245,0.25,0.25,0.75,0.45,0.45,0.35,0.2,0.3,0.215,0.245,0.32,0.35,0.45,0.25,0.25,0.12,0.215,0.35,0.25,0.25,0.245,0.35,0.245,0.215,0.32,0.45,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.245,0.35,0.25,0.45,0.45,0.35,0.45,0.2,0.25,0.25,0.25,0.25,0.35,0.35,0.45
sky,0.85,0.215,0.25,0.12,0.85,0.65,0.432,0.045,0.215,0.045,0.85,0.35,0.675,0.85,0.125,0.215,0.32,0.01,0.125,0.12,0.45,0.215,0.482,0.85,0.0,0.01,0.1,0.2,0.2,0.2,0.045,0.125,0.215,0.12,0.05,0.25,0.25,0.05,0.2,0.35,0.45,0.05,0.125,0.215,0.35,0.01,0.125,0.215,0.12,0.05,0.1,0.25,0.25,0.15,0.25,0.35,0.12,0.215,0.45,0.045,0.215,0.05,0.05,0.15,0.15,0.25,0.215,0.45,0.25,0.25,0.25
socks,0.25,0.12,0.25,0.25,0.215,0.25,0.25,0.15,0.215,0.35,0.25,0.215,0.32,0.32,0.215,0.215,0.25,0.12,0.25,0.15,0.215,0.25,0.25,0.25,0.3,0.25,0.45,0.45,0.75,0.3,0.215,0.32,0.35,0.25,0.25,0.25,0.25,0.125,0.215,0.45,0.25,0.215,0.245,0.35,0.35,0.215,0.245,0.32,0.25,0.15,0.25,0.25,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.245,0.25,0.25,0.15,0.25,0.25,0.35,0.25,0.35,0.35,0.25,0.35
strawberry,0.05,0.045,0.12,0.15,0.05,0.01,0.12,0.12,0.125,0.75,0.125,0.045,0.12,0.12,0.125,0.215,0.125,0.215,0.75,0.85,0.12,0.125,0.215,0.125,0.0,0.0,0.01,0.01,0.0,0.05,0.215,0.432,0.75,0.85,0.9,0.215,0.45,0.05,0.215,0.25,0.25,0.045,0.215,0.125,0.25,0.215,0.75,0.75,0.875,0.95,0.2,0.45,0.25,0.12,0.15,0.15,0.125,0.215,0.25,0.45,0.45,0.85,0.9,0.25,0.2,0.15,0.15,0.12,0.2,0.15,0.25
sunset,0.125,0.125,0.215,0.215,0.12,0.125,0.432,0.215,0.32,0.25,0.215,0.125,0.32,0.32,0.245,0.432,0.482,0.215,0.675,0.65,0.215,0.215,0.325,0.215,0.0,0.05,0.1,0.15,0.1,0.2,0.215,0.682,0.675,0.675,0.25,0.245,0.215,0.05,0.215,0.32,0.35,0.215,0.482,0.742,0.75,0.482,0.742,0.85,0.85,0.75,0.05,0.245,0.25,0.125,0.25,0.35,0.482,0.742,0.85,0.785,0.85,0.85,0.75,0.12,0.12,0.15,0.25,0.35,0.85,0.85,0.875
watermelon,0.125,0.01,0.045,0.12,0.125,0.045,0.125,0.045,0.125,0.675,0.25,0.125,0.12,0.125,0.045,0.215,0.125,0.12,0.75,0.85,0.25,0.245,0.482,0.675,0.0,0.0,0.0,0.05,0.0,0.05,0.125,0.482,0.75,0.85,0.85,0.75,0.85,0.125,0.45,0.75,0.75,0.05,0.125,0.125,0.345,0.125,0.45,0.75,0.85,0.85,0.75,0.85,0.75,0.215,0.215,0.25,0.125,0.125,0.125,0.215,0.245,0.25,0.25,0.85,0.75,0.25,0.25,0.25,0.125,0.12,0.15
bear,0.12,0.1,0.12,0.05,0.12,0.15,0.12,0.15,0.05,0.05,0.12,0.25,0.215,0.12,0.215,0.215,0.12,0.15,0.12,0.1,0.05,0.215,0.215,0.12,0.2,0.2,0.2,0.2,0.01,0.15,0.45,0.45,0.15,0.15,0.1,0.215,0.15,0.75,0.65,0.35,0.25,0.75,0.675,0.675,0.35,0.75,0.75,0.35,0.45,0.1,0.25,0.25,0.25,0.75,0.35,0.25,0.75,0.65,0.215,0.75,0.35,0.75,0.2,0.12,0.2,0.15,0.25,0.15,0.35,0.2,0.45
bird,0.25,0.12,0.215,0.12,0.215,0.15,0.215,0.15,0.215,0.15,0.35,0.215,0.245,0.32,0.125,0.215,0.215,0.12,0.215,0.15,0.25,0.215,0.32,0.32,0.1,0.05,0.2,0.1,0.1,0.2,0.125,0.215,0.25,0.215,0.15,0.25,0.32,0.12,0.215,0.45,0.35,0.215,0.215,0.245,0.25,0.125,0.215,0.32,0.25,0.15,0.25,0.25,0.35,0.45,0.35,0.35,0.215,0.245,0.25,0.215,0.25,0.215,0.2,0.25,0.35,0.35,0.45,0.35,0.35,0.35,0.35
blizzard,0.45,0.045,0.125,0.045,0.25,0.25,0.215,0.045,0.125,0.05,0.75,0.682,0.432,0.75,0.125,0.215,0.125,0.045,0.045,0.05,0.215,0.215,0.32,0.32,0.01,0.2,0.3,0.75,1.0,0.85,0.045,0.125,0.125,0.125,0.05,0.125,0.215,0.125,0.125,0.215,0.215,0.045,0.125,0.125,0.125,0.045,0.125,0.125,0.125,0.1,0.12,0.125,0.12,0.125,0.125,0.125,0.12,0.12,0.125,0.125,0.12,0.12,0.15,0.12,0.12,0.12,0.12,0.125,0.1,0.12,0.05
boat,0.75,0.12,0.2,0.12,0.75,0.45,0.245,0.12,0.12,0.12,0.75,0.75,0.432,0.675,0.215,0.215,0.215,0.12,0.15,0.12,0.675,0.45,0.45,0.65,0.2,0.15,0.25,0.2,0.2,0.2,0.215,0.215,0.215,0.15,0.12,0.45,0.45,0.25,0.35,0.45,0.45,0.25,0.35,0.45,0.35,0.215,0.245,0.25,0.25,0.12,0.35,0.35,0.25,0.35,0.35,0.35,0.32,0.35,0.25,0.45,0.35,0.25,0.2,0.25,0.25,0.25,0.35,0.35,0.45,0.25,0.35
car,0.75,0.25,0.32,0.2,0.75,0.45,0.32,0.215,0.215,0.15,0.65,0.45,0.45,0.35,0.215,0.215,0.15,0.15,0.25,0.2,0.32,0.25,0.32,0.25,0.8,0.45,0.6,0.45,0.2,0.3,0.215,0.245,0.215,0.25,0.25,0.25,0.25,0.2,0.35,0.35,0.32,0.215,0.35,0.35,0.25,0.215,0.32,0.35,0.65,0.25,0.25,0.35,0.25,0.35,0.35,0.25,0.35,0.35,0.35,0.45,0.45,0.65,0.75,0.25,0.45,0.25,0.25,0.25,0.45,0.65,0.75
drought,0.1,0.12,0.12,0.05,0.12,0.12,0.215,0.12,0.12,0.05,0.12,0.12,0.32,0.215,0.215,0.215,0.12,0.12,0.12,0.12,0.12,0.215,0.215,0.12,0.1,0.75,0.6,0.6,0.1,0.3,0.215,0.482,0.215,0.25,0.12,0.125,0.12,0.15,0.32,0.25,0.215,0.742,0.682,0.742,0.75,0.75,0.742,0.65,0.75,0.15,0.12,0.2,0.12,0.35,0.25,0.25,0.742,0.675,0.65,0.785,0.675,0.75,0.75,0.1,0.12,0.12,0.25,0.15,0.75,0.35,0.65
evil,0.15,0.45,0.32,0.65,0.1,0.65,0.25,0.75,0.45,0.75,0.1,0.35,0.35,0.12,0.675,0.432,0.15,0.75,0.45,0.45,0.05,0.125,0.125,0.05,1.0,0.75,0.3,0.2,0.0,0.1,0.75,0.423,0.2,0.675,0.75,0.1,0.05,0.15,0.125,0.1,0.1,0.675,0.245,0.2,0.1,0.75,0.62,0.2,0.75,0.75,0.05,0.1,0.05,0.1,0.12,0.1,0.2,0.215,0.1,0.675,0.2,0.75,0.85,0.01,0.05,0.05,0.15,0.05,0.2,0.15,0.15
fish,0.25,0.1,0.12,0.05,0.65,0.2,0.15,0.05,0.12,0.05,0.65,0.25,0.215,0.25,0.12,0.125,0.12,0.05,0.12,0.05,0.45,0.65,0.675,0.65,0.0,0.1,0.2,0.1,0.0,0.1,0.12,0.125,0.15,0.15,0.05,0.35,0.75,0.25,0.45,0.45,0.45,0.215,0.245,0.215,0.25,0.12,0.215,0.215,0.15,0.1,0.65,0.25,0.25,0.45,0.35,0.25,0.245,0.25,0.215,0.215,0.25,0.2,0.1,0.25,0.25,0.25,0.35,0.35,0.25,0.2,0.25
frog,0.15,0.12,0.12,0.12,0.12,0.1,0.215,0.1,0.12,0.15,0.215,0.12,0.215,0.15,0.125,0.125,0.12,0.1,0.12,0.15,0.45,0.675,0.35,0.65,0.0,0.05,0.1,0.1,0.0,0.05,0.1,0.125,0.12,0.12,0.05,0.75,0.75,0.75,0.75,0.75,0.75,0.35,0.432,0.25,0.25,0.125,0.125,0.125,0.2,0.1,0.85,0.85,0.85,0.85,0.75,0.75,0.45,0.35,0.25,0.215,0.215,0.15,0.15,0.9,0.85,0.85,0.75,0.75,0.35,0.65,0.25
greed,0.2,0.32,0.32,0.35,0.15,0.25,0.32,0.65,0.45,0.45,0.125,0.245,0.32,0.2,0.45,0.432,0.25,0.75,0.675,0.65,0.12,0.215,0.215,0.12,0.6,0.6,0.3,0.25,0.0,0.2,0.675,0.432,0.25,0.65,0.75,0.125,0.12,0.215,0.215,0.2,0.2,0.35,0.432,0.45,0.35,0.742,0.62,0.35,0.675,0.75,0.1,0.15,0.12,0.215,0.2,0.2,0.45,0.45,0.25,0.675,0.35,0.75,0.75,0.1,0.15,0.12,0.35,0.2,0.75,0.35,0.45
hurricane,0.35,0.215,0.12,0.12,0.25,0.35,0.215,0.215,0.215,0.12,0.65,0.682,0.32,0.32,0.215,0.215,0.12,0.15,0.15,0.15,0.215,0.215,0.215,0.215,0.2,0.2,0.25,0.2,0.05,0.15,0.215,0.125,0.12,0.215,0.2,0.215,0.125,0.125,0.15,0.215,0.125,0.215,0.215,0.125,0.125,0.215,0.215,0.25,0.45,0.25,0.12,0.2,0.12,0.125,0.2,0.125,0.12,0.15,0.215,0.215,0.215,0.65,0.75,0.12,0.12,0.05,0.12,0.15,0.215,0.15,0.215
justice,0.75,0.45,0.45,0.25,0.675,0.75,0.62,0.35,0.32,0.2,0.62,0.675,0.675,0.45,0.325,0.432,0.245,0.25,0.25,0.2,0.32,0.45,0.45,0.32,0.3,0.2,0.4,0.3,0.75,0.3,0.215,0.245,0.25,0.215,0.2,0.35,0.32,0.25,0.35,0.45,0.35,0.215,0.325,0.325,0.25,0.125,0.215,0.25,0.2,0.2,0.45,0.35,0.35,0.35,0.45,0.35,0.215,0.35,0.25,0.215,0.25,0.25,0.25,0.35,0.45,0.25,0.35,0.35,0.35,0.35,0.2
lightning,0.75,0.25,0.32,0.35,0.75,0.45,0.32,0.125,0.215,0.15,0.75,0.215,0.32,0.45,0.125,0.215,0.125,0.1,0.125,0.15,0.25,0.125,0.215,0.25,0.1,0.1,0.2,0.2,0.2,0.3,0.045,0.125,0.12,0.125,0.2,0.215,0.15,0.05,0.12,0.125,0.125,0.1,0.125,0.125,0.125,0.045,0.125,0.215,0.25,0.25,0.15,0.2,0.215,0.125,0.215,0.215,0.12,0.215,0.32,0.215,0.25,0.25,0.75,0.25,0.25,0.35,0.25,0.45,0.675,0.45,0.675
lion,0.12,0.12,0.12,0.05,0.12,0.12,0.125,0.15,0.12,0.05,0.12,0.15,0.215,0.12,0.215,0.215,0.12,0.15,0.12,0.15,0.05,0.12,0.125,0.1,0.2,0.15,0.1,0.1,0.01,0.05,0.215,0.215,0.125,0.2,0.12,0.15,0.12,0.215,0.215,0.2,0.15,0.682,0.65,0.75,0.65,0.675,0.675,0.45,0.65,0.12,0.15,0.2,0.15,0.65,0.25,0.215,0.75,0.75,0.75,0.85,0.75,0.75,0.75,0.1,0.15,0.12,0.45,0.2,0.85,0.85,0.85
love,0.25,0.215,0.35,0.75,0.15,0.15,0.45,0.45,0.675,0.85,0.35,0.125,0.32,0.45,0.345,0.675,0.75,0.45,0.85,0.85,0.45,0.245,0.65,0.45,0.0,0.05,0.1,0.1,0.2,0.2,0.245,0.675,0.85,0.85,0.85,0.62,0.675,0.05,0.25,0.675,0.675,0.125,0.245,0.345,0.675,0.25,0.45,0.75,0.85,0.9,0.2,0.45,0.45,0.125,0.25,0.35,0.215,0.35,0.45,0.35,0.675,0.45,0.85,0.25,0.25,0.25,0.25,0.25,0.35,0.45,0.75
peace,0.35,0.215,0.45,0.215,0.62,0.45,0.675,0.125,0.32,0.15,0.75,0.35,0.675,0.785,0.423,0.675,0.742,0.12,0.32,0.15,0.75,0.682,0.785,0.785,0.0,0.1,0.4,0.45,0.9,0.75,0.125,0.432,0.675,0.215,0.15,0.75,0.75,0.25,0.675,0.75,0.785,0.215,0.432,0.675,0.75,0.12,0.215,0.35,0.15,0.05,0.65,0.75,0.75,0.35,0.675,0.75,0.25,0.35,0.45,0.215,0.25,0.12,0.1,0.65,0.45,0.75,0.35,0.675,0.25,0.25,0.2
plane,0.75,0.2,0.2,0.12,0.75,0.25,0.25,0.12,0.12,0.1,0.75,0.35,0.45,0.65,0.15,0.215,0.12,0.1,0.15,0.15,0.25,0.215,0.35,0.35,0.1,0.15,0.3,0.3,0.2,0.2,0.15,0.215,0.15,0.2,0.15,0.25,0.25,0.15,0.2,0.25,0.25,0.15,0.25,0.25,0.25,0.15,0.215,0.2,0.2,0.15,0.15,0.2,0.2,0.25,0.2,0.2,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.12,0.2,0.2,0.2,0.25,0.3,0.25,0.25
