,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
dusk,0.312,0.472,0.472,0.312,0.312,0.742,0.682,0.612,0.472,0.142,0.217,0.742,0.742,0.612,0.742,0.672,0.472,0.612,0.472,0.142,0.142,0.612,0.472,0.327,0.7,0.712,0.412,0.312,0.0,0.142,0.742,0.642,0.342,0.412,0.217,0.217,0.182,0.217,0.327,0.327,0.312,0.712,0.612,0.472,0.472,0.742,0.612,0.472,0.312,0.127,0.132,0.142,0.142,0.172,0.217,0.217,0.312,0.327,0.312,0.472,0.472,0.612,0.132,0.132,0.142,0.127,0.142,0.127,0.172,0.217,0.217
far,0.712,0.472,0.472,0.412,0.612,0.612,0.612,0.472,0.612,0.312,0.612,0.682,0.612,0.612,0.342,0.472,0.327,0.312,0.472,0.312,0.472,0.412,0.312,0.472,0.732,0.217,0.312,0.312,0.127,0.312,0.217,0.312,0.312,0.312,0.217,0.327,0.312,0.217,0.312,0.327,0.312,0.612,0.472,0.472,0.472,0.217,0.327,0.342,0.312,0.217,0.217,0.217,0.312,0.312,0.472,0.412,0.472,0.472,0.312,0.472,0.312,0.612,0.142,0.217,0.182,0.217,0.312,0.312,0.327,0.312,0.472
fearful,0.217,0.742,0.472,0.327,0.212,0.672,0.412,0.712,0.472,0.412,0.217,0.472,0.327,0.312,0.742,0.472,0.327,0.742,0.327,0.327,0.212,0.312,0.217,0.217,0.9,0.742,0.612,0.312,0.102,0.142,0.742,0.472,0.217,0.412,0.642,0.217,0.217,0.327,0.217,0.217,0.132,0.762,0.612,0.312,0.142,0.742,0.472,0.327,0.742,0.732,0.217,0.132,0.132,0.273,0.217,0.142,0.612,0.312,0.162,0.612,0.312,0.612,0.732,0.127,0.142,0.127,0.217,0.217,0.267,0.127,0.217
field,0.182,0.102,0.127,0.102,0.212,0.112,0.132,0.102,0.127,0.042,0.132,0.142,0.162,0.312,0.112,0.132,0.132,0.132,0.132,0.042,0.152,0.612,0.472,0.612,0.05,0.102,0.132,0.132,0.05,0.125,0.132,0.212,0.142,0.217,0.102,0.612,0.412,0.732,0.762,0.812,0.762,0.712,0.712,0.672,0.732,0.142,0.312,0.312,0.132,0.102,0.812,0.812,0.812,0.812,0.812,0.812,0.742,0.742,0.732,0.412,0.342,0.217,0.102,0.732,0.812,0.782,0.812,0.785,0.742,0.672,0.312
happy,0.412,0.162,0.327,0.412,0.412,0.172,0.327,0.172,0.312,0.412,0.732,0.172,0.342,0.672,0.212,0.312,0.412,0.212,0.612,0.412,0.712,0.412,0.732,0.812,0.05,0.102,0.132,0.212,0.85,0.312,0.217,0.342,0.472,0.562,0.742,0.742,0.682,0.132,0.432,0.742,0.762,0.172,0.312,0.472,0.812,0.172,0.342,0.742,0.612,0.412,0.472,0.812,0.812,0.312,0.782,0.812,0.312,0.742,0.812,0.342,0.812,0.312,0.342,0.812,0.812,0.812,0.812,0.812,0.782,0.872,0.872
lemon,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.012,0.012,0.012,0.042,0.042,0.042,0.142,0.042,0.042,0.042,0.012,0.042,0.042,0.102,0.142,0.152,0.412,0.0,0.012,0.05,0.042,0.1,0.1,0.042,0.132,0.132,0.112,0.042,0.132,0.152,0.042,0.132,0.217,0.312,0.052,0.212,0.312,0.732,0.042,0.132,0.152,0.102,0.032,0.042,0.152,0.152,0.152,0.412,0.742,0.312,0.612,0.812,0.132,0.312,0.112,0.05,0.152,0.312,0.732,0.812,0.812,0.732,0.875,0.732
mango,0.042,0.042,0.042,0.042,0.112,0.042,0.102,0.042,0.042,0.042,0.102,0.042,0.042,0.132,0.042,0.132,0.132,0.132,0.132,0.042,0.042,0.142,0.152,0.312,0.0,0.012,0.042,0.042,0.0,0.05,0.112,0.132,0.152,0.152,0.142,0.152,0.152,0.042,0.132,0.152,0.132,0.127,0.312,0.312,0.732,0.102,0.152,0.412,0.217,0.132,0.132,0.132,0.152,0.152,0.312,0.412,0.412,0.742,0.812,0.732,0.812,0.732,0.152,0.112,0.152,0.412,0.762,0.732,0.742,0.872,0.872
near,0.412,0.217,0.217,0.217,0.312,0.142,0.412,0.217,0.312,0.142,0.612,0.217,0.412,0.612,0.217,0.342,0.312,0.217,0.312,0.142,0.612,0.612,0.682,0.612,0.1,0.212,0.412,0.472,0.412,0.612,0.217,0.412,0.312,0.327,0.217,0.612,0.612,0.327,0.472,0.612,0.672,0.217,0.412,0.472,0.472,0.217,0.312,0.472,0.312,0.217,0.342,0.472,0.612,0.472,0.612,0.612,0.342,0.472,0.472,0.312,0.472,0.312,0.142,0.612,0.412,0.672,0.472,0.612,0.312,0.612,0.342
night,0.217,0.762,0.327,0.217,0.212,0.742,0.612,0.732,0.312,0.142,0.132,0.812,0.412,0.312,0.742,0.327,0.217,0.412,0.217,0.132,0.142,0.472,0.212,0.127,1.0,0.812,0.612,0.212,0.05,0.1,0.412,0.312,0.132,0.217,0.142,0.217,0.142,0.327,0.217,0.172,0.142,0.812,0.312,0.212,0.132,0.742,0.312,0.132,0.172,0.112,0.132,0.112,0.132,0.127,0.142,0.112,0.142,0.142,0.112,0.217,0.132,0.132,0.102,0.112,0.112,0.127,0.112,0.112,0.142,0.112,0.112
noon,0.412,0.127,0.217,0.142,0.612,0.142,0.327,0.127,0.127,0.112,0.732,0.127,0.412,0.612,0.132,0.217,0.217,0.132,0.217,0.132,0.412,0.412,0.472,0.732,0.05,0.112,0.312,0.312,0.75,0.412,0.142,0.312,0.312,0.312,0.142,0.472,0.327,0.127,0.312,0.612,0.472,0.217,0.412,0.672,0.742,0.142,0.327,0.612,0.312,0.127,0.217,0.312,0.312,0.312,0.612,0.742,0.342,0.672,0.812,0.472,0.732,0.312,0.142,0.312,0.312,0.612,0.732,0.732,0.672,0.812,0.762
ocean,0.812,0.217,0.217,0.127,0.812,0.612,0.327,0.127,0.127,0.042,0.812,0.812,0.812,0.812,0.132,0.217,0.102,0.102,0.112,0.042,0.812,0.762,0.812,0.742,0.05,0.102,0.152,0.152,0.05,0.125,0.112,0.214,0.102,0.162,0.102,0.412,0.612,0.127,0.312,0.327,0.312,0.102,0.152,0.214,0.152,0.102,0.132,0.162,0.132,0.102,0.132,0.152,0.212,0.127,0.312,0.312,0.102,0.172,0.142,0.127,0.162,0.132,0.042,0.152,0.142,0.127,0.132,0.127,0.102,0.127,0.127
pants,0.132,0.042,0.042,0.042,0.112,0.142,0.132,0.042,0.042,0.042,0.132,0.217,0.217,0.132,0.132,0.132,0.102,0.042,0.042,0.042,0.042,0.212,0.132,0.112,0.85,0.742,0.612,0.412,0.012,0.412,0.112,0.142,0.132,0.112,0.042,0.132,0.112,0.127,0.217,0.142,0.132,0.217,0.312,0.312,0.132,0.217,0.312,0.132,0.132,0.042,0.132,0.112,0.132,0.132,0.142,0.142,0.142,0.142,0.132,0.132,0.132,0.132,0.042,0.032,0.112,0.112,0.132,0.112,0.132,0.112,0.042
sad,0.412,0.742,0.472,0.217,0.412,0.742,0.612,0.732,0.327,0.217,0.412,0.782,0.742,0.672,0.742,0.612,0.327,0.742,0.327,0.212,0.312,0.612,0.412,0.327,0.9,0.812,0.812,0.672,0.1,0.312,0.712,0.642,0.312,0.412,0.217,0.217,0.217,0.217,0.312,0.312,0.172,0.712,0.612,0.412,0.142,0.742,0.472,0.327,0.327,0.217,0.172,0.142,0.132,0.172,0.217,0.142,0.312,0.312,0.212,0.312,0.212,0.217,0.142,0.132,0.142,0.127,0.132,0.132,0.142,0.127,0.132
shirt,0.512,0.472,0.327,0.312,0.612,0.472,0.562,0.312,0.312,0.217,0.562,0.472,0.612,0.562,0.342,0.472,0.312,0.312,0.472,0.312,0.472,0.562,0.612,0.612,0.75,0.412,0.512,0.612,0.85,0.742,0.312,0.512,0.412,0.562,0.412,0.472,0.412,0.327,0.472,0.672,0.472,0.217,0.512,0.612,0.562,0.342,0.472,0.612,0.672,0.672,0.472,0.412,0.562,0.342,0.612,0.562,0.342,0.472,0.562,0.472,0.612,0.472,0.732,0.312,0.412,0.327,0.472,0.562,0.327,0.612,0.472
shoes,0.312,0.217,0.217,0.217,0.312,0.217,0.312,0.217,0.217,0.132,0.312,0.312,0.312,0.312,0.217,0.312,0.217,0.217,0.217,0.212,0.212,0.312,0.312,0.217,0.75,0.612,0.512,0.512,0.125,0.412,0.217,0.342,0.312,0.312,0.217,0.312,0.212,0.217,0.312,0.312,0.312,0.312,0.412,0.412,0.312,0.412,0.472,0.312,0.312,0.312,0.212,0.142,0.312,0.312,0.312,0.312,0.342,0.342,0.312,0.412,0.312,0.412,0.312,0.162,0.212,0.217,0.312,0.312,0.312,0.312,0.342
sky,0.812,0.127,0.217,0.127,0.812,0.412,0.327,0.042,0.042,0.042,0.812,0.472,0.812,0.812,0.102,0.152,0.127,0.042,0.042,0.042,0.612,0.412,0.612,0.732,0.01,0.05,0.15,0.125,0.2,0.15,0.042,0.152,0.102,0.127,0.042,0.217,0.312,0.042,0.217,0.312,0.312,0.042,0.132,0.312,0.217,0.042,0.132,0.152,0.102,0.042,0.132,0.112,0.152,0.127,0.217,0.312,0.102,0.142,0.152,0.132,0.132,0.102,0.05,0.152,0.142,0.127,0.112,0.152,0.102,0.312,0.112
socks,0.217,0.217,0.217,0.217,0.312,0.217,0.312,0.217,0.217,0.142,0.312,0.312,0.412,0.412,0.342,0.312,0.312,0.217,0.312,0.217,0.312,0.412,0.412,0.412,0.412,0.412,0.412,0.472,0.412,0.412,0.217,0.412,0.312,0.312,0.217,0.312,0.312,0.327,0.312,0.472,0.312,0.312,0.412,0.472,0.472,0.217,0.472,0.412,0.412,0.312,0.312,0.312,0.312,0.312,0.472,0.412,0.342,0.412,0.342,0.342,0.312,0.312,0.312,0.217,0.312,0.312,0.342,0.327,0.312,0.312,0.312
strawberry,0.042,0.042,0.042,0.112,0.102,0.042,0.112,0.127,0.112,0.132,0.042,0.042,0.112,0.132,0.132,0.132,0.132,0.132,0.312,0.412,0.042,0.112,0.142,0.132,0.0,0.05,0.042,0.042,0.05,0.042,0.612,0.612,0.412,0.762,0.812,0.132,0.112,0.042,0.132,0.132,0.132,0.052,0.152,0.132,0.152,0.142,0.217,0.732,0.812,0.872,0.112,0.142,0.132,0.132,0.142,0.152,0.132,0.132,0.142,0.132,0.312,0.312,0.875,0.102,0.142,0.127,0.132,0.127,0.042,0.127,0.152
sunset,0.142,0.127,0.217,0.172,0.312,0.142,0.312,0.172,0.217,0.142,0.152,0.152,0.312,0.312,0.342,0.312,0.312,0.312,0.327,0.212,0.127,0.312,0.312,0.327,0.05,0.102,0.125,0.132,0.05,0.102,0.412,0.612,0.612,0.612,0.562,0.217,0.152,0.127,0.217,0.312,0.217,0.217,0.412,0.612,0.742,0.612,0.742,0.812,0.742,0.652,0.132,0.142,0.152,0.152,0.217,0.312,0.342,0.612,0.682,0.742,0.812,0.812,0.732,0.152,0.142,0.152,0.312,0.217,0.342,0.742,0.812
watermelon,0.127,0.042,0.042,0.132,0.125,0.112,0.132,0.132,0.132,0.132,0.132,0.127,0.132,0.312,0.132,0.132,0.132,0.132,0.312,0.412,0.152,0.412,0.472,0.472,0.0,0.05,0.102,0.112,0.0,0.102,0.412,0.412,0.412,0.682,0.742,0.732,0.412,0.127,0.312,0.472,0.612,0.102,0.152,0.312,0.312,0.102,0.217,0.732,0.742,0.812,0.132,0.742,0.612,0.152,0.742,0.472,0.132,0.142,0.312,0.132,0.412,0.312,0.812,0.312,0.182,0.217,0.132,0.152,0.132,0.217,0.152
bear,0.042,0.042,0.042,0.042,0.042,0.112,0.112,0.042,0.042,0.042,0.042,0.112,0.142,0.127,0.132,0.132,0.042,0.042,0.042,0.042,0.012,0.212,0.142,0.042,0.75,0.612,0.612,0.142,0.012,0.042,0.142,0.312,0.042,0.132,0.042,0.112,0.112,0.312,0.312,0.132,0.042,0.712,0.612,0.312,0.132,0.742,0.612,0.132,0.217,0.042,0.132,0.042,0.132,0.132,0.142,0.132,0.312,0.142,0.132,0.412,0.132,0.312,0.042,0.102,0.042,0.102,0.132,0.112,0.142,0.102,0.132
bird,0.312,0.217,0.217,0.127,0.412,0.312,0.312,0.172,0.217,0.142,0.732,0.312,0.612,0.472,0.142,0.312,0.132,0.132,0.217,0.142,0.312,0.412,0.412,0.472,0.7,0.142,0.412,0.212,0.125,0.217,0.142,0.312,0.142,0.312,0.152,0.217,0.312,0.127,0.312,0.312,0.312,0.127,0.312,0.312,0.342,0.217,0.312,0.312,0.217,0.127,0.312,0.142,0.312,0.172,0.312,0.412,0.312,0.312,0.472,0.312,0.312,0.127,0.142,0.127,0.152,0.217,0.312,0.327,0.312,0.612,0.312
blizzard,0.312,0.127,0.127,0.127,0.312,0.172,0.312,0.127,0.127,0.112,0.732,0.312,0.612,0.742,0.132,0.217,0.142,0.042,0.127,0.102,0.472,0.312,0.412,0.742,0.05,0.112,0.412,0.742,0.95,0.812,0.112,0.212,0.132,0.162,0.127,0.217,0.327,0.092,0.127,0.217,0.312,0.092,0.142,0.217,0.312,0.042,0.127,0.142,0.132,0.127,0.112,0.142,0.132,0.127,0.217,0.312,0.132,0.142,0.142,0.042,0.132,0.102,0.102,0.127,0.112,0.127,0.112,0.127,0.127,0.127,0.112
boat,0.412,0.127,0.127,0.102,0.612,0.217,0.217,0.127,0.127,0.102,0.742,0.472,0.742,0.472,0.132,0.217,0.142,0.132,0.132,0.042,0.472,0.612,0.412,0.412,0.125,0.142,0.312,0.312,0.125,0.312,0.132,0.312,0.132,0.162,0.142,0.312,0.327,0.127,0.312,0.312,0.217,0.162,0.312,0.342,0.312,0.217,0.312,0.312,0.162,0.102,0.162,0.142,0.217,0.172,0.312,0.312,0.212,0.312,0.312,0.312,0.312,0.217,0.142,0.127,0.142,0.127,0.142,0.217,0.142,0.312,0.312
car,0.612,0.267,0.217,0.142,0.612,0.412,0.327,0.217,0.217,0.142,0.472,0.472,0.412,0.327,0.217,0.312,0.217,0.217,0.267,0.142,0.312,0.412,0.312,0.312,0.9,0.742,0.682,0.672,0.2,0.472,0.217,0.312,0.142,0.312,0.217,0.312,0.312,0.217,0.327,0.327,0.312,0.217,0.412,0.342,0.312,0.312,0.342,0.327,0.472,0.217,0.312,0.212,0.312,0.312,0.327,0.312,0.312,0.342,0.312,0.472,0.412,0.612,0.742,0.217,0.312,0.217,0.472,0.327,0.327,0.612,0.672
drought,0.112,0.127,0.112,0.112,0.132,0.112,0.162,0.127,0.112,0.042,0.112,0.127,0.162,0.162,0.132,0.217,0.132,0.162,0.127,0.102,0.112,0.217,0.142,0.127,0.712,0.217,0.412,0.412,0.1,0.312,0.217,0.412,0.217,0.217,0.142,0.132,0.112,0.127,0.217,0.217,0.132,0.812,0.742,0.742,0.732,0.812,0.742,0.732,0.612,0.112,0.132,0.132,0.112,0.342,0.217,0.217,0.812,0.742,0.742,0.812,0.742,0.812,0.217,0.112,0.112,0.127,0.672,0.217,0.742,0.732,0.742
evil,0.132,0.672,0.327,0.412,0.132,0.472,0.327,0.732,0.672,0.612,0.132,0.327,0.162,0.132,0.742,0.327,0.217,0.742,0.472,0.612,0.102,0.217,0.132,0.127,0.9,0.742,0.412,0.132,0.05,0.102,0.742,0.472,0.217,0.412,0.642,0.132,0.112,0.327,0.162,0.132,0.102,0.762,0.612,0.217,0.132,0.782,0.612,0.217,0.732,0.732,0.132,0.132,0.132,0.172,0.172,0.132,0.642,0.327,0.142,0.742,0.162,0.742,0.812,0.127,0.092,0.127,0.217,0.127,0.327,0.127,0.162
fish,0.312,0.127,0.217,0.127,0.612,0.217,0.217,0.127,0.127,0.042,0.742,0.412,0.742,0.472,0.132,0.217,0.127,0.132,0.127,0.102,0.742,0.712,0.612,0.612,0.1,0.142,0.312,0.212,0.125,0.142,0.127,0.312,0.142,0.217,0.152,0.472,0.612,0.312,0.312,0.472,0.312,0.127,0.312,0.312,0.312,0.127,0.312,0.312,0.217,0.127,0.312,0.212,0.312,0.312,0.412,0.342,0.312,0.312,0.312,0.312,0.312,0.217,0.142,0.217,0.212,0.217,0.217,0.312,0.217,0.312,0.312
frog,0.152,0.042,0.042,0.042,0.152,0.112,0.132,0.102,0.042,0.042,0.132,0.172,0.132,0.152,0.042,0.127,0.042,0.042,0.042,0.042,0.152,0.742,0.412,0.612,0.1,0.1,0.102,0.102,0.0,0.05,0.112,0.132,0.042,0.132,0.042,0.762,0.682,0.812,0.812,0.812,0.732,0.712,0.612,0.152,0.102,0.127,0.132,0.132,0.112,0.032,0.812,0.812,0.812,0.812,0.812,0.742,0.732,0.312,0.142,0.312,0.132,0.102,0.05,0.812,0.812,0.812,0.812,0.732,0.267,0.127,0.132
greed,0.142,0.217,0.217,0.142,0.142,0.172,0.217,0.312,0.217,0.142,0.132,0.142,0.217,0.217,0.217,0.217,0.142,0.412,0.217,0.142,0.142,0.312,0.212,0.217,0.612,0.142,0.212,0.132,0.042,0.102,0.217,0.312,0.142,0.312,0.217,0.312,0.312,0.732,0.472,0.327,0.217,0.762,0.712,0.472,0.312,0.712,0.612,0.312,0.472,0.142,0.472,0.412,0.612,0.732,0.472,0.312,0.742,0.742,0.612,0.742,0.412,0.612,0.412,0.612,0.412,0.612,0.742,0.612,0.742,0.672,0.672
hurricane,0.412,0.267,0.217,0.127,0.612,0.412,0.312,0.217,0.217,0.142,0.612,0.742,0.612,0.412,0.342,0.312,0.127,0.217,0.217,0.127,0.612,0.612,0.412,0.327,0.812,0.712,0.612,0.412,0.125,0.412,0.217,0.312,0.142,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.127,0.217,0.312,0.312,0.217,0.217,0.312,0.312,0.612,0.217,0.132,0.142,0.132,0.172,0.217,0.142,0.312,0.217,0.162,0.327,0.312,0.412,0.732,0.132,0.142,0.127,0.127,0.127,0.142,0.127,0.162
justice,0.612,0.472,0.327,0.217,0.612,0.742,0.562,0.327,0.217,0.142,0.312,0.672,0.612,0.472,0.342,0.327,0.217,0.217,0.312,0.142,0.312,0.472,0.412,0.327,0.612,0.217,0.342,0.217,0.312,0.217,0.217,0.312,0.132,0.217,0.217,0.312,0.217,0.217,0.327,0.327,0.312,0.217,0.312,0.312,0.217,0.217,0.217,0.217,0.217,0.132,0.217,0.212,0.217,0.217,0.327,0.312,0.162,0.312,0.212,0.217,0.212,0.162,0.142,0.217,0.217,0.127,0.217,0.217,0.142,0.217,0.162
lightning,0.312,0.267,0.267,0.217,0.312,0.217,0.327,0.127,0.217,0.132,0.217,0.172,0.217,0.327,0.142,0.217,0.142,0.132,0.127,0.127,0.212,0.212,0.142,0.327,0.1,0.112,0.212,0.217,0.732,0.412,0.112,0.132,0.132,0.127,0.142,0.217,0.212,0.102,0.132,0.142,0.132,0.127,0.212,0.142,0.217,0.112,0.132,0.217,0.217,0.127,0.132,0.132,0.132,0.142,0.142,0.312,0.162,0.312,0.412,0.142,0.312,0.132,0.152,0.127,0.112,0.217,0.327,0.672,0.672,0.712,0.672
lion,0.112,0.042,0.102,0.042,0.112,0.112,0.132,0.102,0.042,0.042,0.042,0.102,0.132,0.132,0.132,0.152,0.102,0.132,0.132,0.042,0.042,0.142,0.142,0.127,0.1,0.102,0.132,0.102,0.012,0.102,0.112,0.312,0.132,0.152,0.102,0.102,0.112,0.127,0.217,0.142,0.132,0.762,0.742,0.742,0.612,0.742,0.742,0.327,0.312,0.102,0.132,0.102,0.132,0.312,0.217,0.152,0.742,0.742,0.742,0.812,0.742,0.742,0.152,0.102,0.112,0.127,0.742,0.217,0.782,0.782,0.812
love,0.162,0.162,0.312,0.327,0.142,0.142,0.327,0.342,0.472,0.732,0.212,0.142,0.312,0.312,0.472,0.342,0.472,0.682,0.742,0.842,0.152,0.212,0.312,0.327,0.1,0.102,0.132,0.132,0.2,0.102,0.742,0.742,0.742,0.812,0.872,0.312,0.217,0.132,0.217,0.312,0.217,0.127,0.212,0.312,0.312,0.312,0.472,0.742,0.812,0.912,0.142,0.212,0.312,0.132,0.217,0.212,0.142,0.312,0.312,0.172,0.612,0.312,0.872,0.152,0.142,0.172,0.142,0.217,0.217,0.312,0.312
peace,0.412,0.217,0.327,0.217,0.612,0.312,0.412,0.172,0.217,0.132,0.812,0.312,0.742,0.812,0.217,0.327,0.327,0.132,0.217,0.132,0.742,0.712,0.812,0.812,0.05,0.142,0.312,0.412,0.9,0.742,0.172,0.312,0.312,0.312,0.142,0.762,0.812,0.327,0.672,0.812,0.812,0.132,0.312,0.472,0.742,0.132,0.217,0.312,0.172,0.132,0.327,0.732,0.812,0.327,0.612,0.742,0.212,0.312,0.472,0.172,0.312,0.132,0.102,0.612,0.312,0.327,0.217,0.327,0.217,0.327,0.212
plane,0.412,0.127,0.217,0.127,0.412,0.217,0.312,0.127,0.142,0.112,0.672,0.472,0.612,0.472,0.132,0.217,0.132,0.132,0.132,0.102,0.412,0.312,0.312,0.312,0.7,0.412,0.682,0.742,0.732,0.732,0.112,0.212,0.142,0.217,0.142,0.217,0.217,0.127,0.217,0.217,0.217,0.127,0.312,0.312,0.217,0.112,0.132,0.162,0.127,0.132,0.132,0.132,0.132,0.132,0.142,0.142,0.142,0.217,0.142,0.142,0.312,0.132,0.132,0.127,0.142,0.127,0.132,0.127,0.142,0.217,0.162
